signal_date,optimization_mode,latest_holding_count,latest_positions_at_20pct_cap,latest_single_name_cap_hit_share,latest_all_positions_at_cap,mean_single_name_cap_hit_share,share_of_dates_all_positions_at_cap,max_single_name_cap_hit_share,mean_hhi,latest_hhi,mean_effective_position_count,latest_effective_position_count,diagnostic_note
2026-06-23,herding_aware,21,0,0.0,False,0.2487866430607357,0.2165206508135169,1.0,0.1447081063783406,0.09990560104804276,7.7291805339121735,10.009448814777846,High cap-hit share means the optimizer is often constrained by the 20% single-name limit.
2026-06-23,normal,21,0,0.0,False,0.29634784383846297,0.2551594746716698,1.0,0.15293545109990378,0.09990560104804276,7.024639463560863,10.009448814777846,High cap-hit share means the optimizer is often constrained by the 20% single-name limit.
